{{1.*^-8, 3.6637796109049785}}
{{0.01000001, 3.663746260877296}}
{{0.020000010000000002, 3.6637038686800203}}
{{0.03000001, 3.6636524645891946}}
{{0.04000001, 3.663592078880862}}
{{0.050000010000000004, 3.663522741831064}}
{{0.06000001, 3.6634444837158444}}
{{0.07000001, 3.663357334811245}}
{{0.08000001, 3.6632613253933086}}
{{0.09000000999999999, 3.663156485738078}}
{{0.10000001, 3.663042846121596}}
{{0.11000001, 3.6629204368199044}}
{{0.12000000999999999, 3.6627892881090465}}
{{0.13000001, 3.662649430265065}}
{{0.14000001, 3.6625008935640015}}
{{0.15000001, 3.6623437082818997}}
{{0.16000001, 3.662177904694802}}
{{0.17000001, 3.6620035130787505}}
{{0.18000001, 3.6618205637097883}}
{{0.19000001, 3.661629086863958}}
{{0.20000001, 3.6614291128173018}}
{{0.21000001, 3.6612206718458626}}
{{0.22000001, 3.661003794225683}}
{{0.23000001, 3.6607785102328054}}
{{0.24000000999999999, 3.6605448501432725}}
{{0.25000001, 3.660302844233127}}
{{0.26000001, 3.6600525227784115}}
{{0.27000001, 3.6597939160551687}}
{{0.28000001, 3.659527054339441}}
{{0.29000001, 3.6592519679072715}}
{{0.30000001, 3.658968687034702}}
{{0.31000001, 3.6586772419977756}}
{{0.32000001, 3.6583776630725344}}
{{0.33000001, 3.658069980535022}}
{{0.34000001, 3.65775422466128}}
{{0.35000001000000003, 3.6574304257273518}}
{{0.36000001, 3.6570986140092794}}
{{0.37000001, 3.6567588197831054}}
{{0.38000001, 3.656411073324873}}
{{0.39000001, 3.6560554049106244}}
{{0.40000001, 3.655691844816402}}
{{0.41000001, 3.655320423318249}}
{{0.42000001, 3.6549411706922075}}
{{0.43000001, 3.6545541172143206}}
{{0.44000001, 3.65415929316063}}
{{0.45000001, 3.653756728807179}}
{{0.46000001, 3.6533464544300105}}
{{0.47000001, 3.6529285003051664}}
{{0.48000001, 3.6525028967086897}}
{{0.49000001, 3.652069673916623}}
{{0.50000001, 3.651628862205009}}
{{0.5100000100000001, 3.6511804918498894}}
{{0.5200000100000001, 3.650724593127308}}
{{0.5300000100000001, 3.650261196313307}}
{{0.5400000100000001, 3.6497903316839286}}
{{0.5500000100000001, 3.649312029515216}}
{{0.5600000100000001, 3.6488263200832116}}
{{0.5700000100000001, 3.648333233663958}}
{{0.58000001, 3.6478328005334975}}
{{0.59000001, 3.647325050967873}}
{{0.60000001, 3.646810015243127}}
{{0.61000001, 3.6462877236353024}}
{{0.62000001, 3.6457582064204415}}
{{0.63000001, 3.6452214938745873}}
{{0.6400000100000001, 3.6446776162737815}}
{{0.6500000100000001, 3.6441266038940676}}
{{0.6600000100000001, 3.643568487011488}}
{{0.6700000100000001, 3.6430032959020853}}
{{0.6800000100000001, 3.642431060841902}}
{{0.6900000100000001, 3.6418518121069803}}
{{0.7000000100000001, 3.6412655799733638}}
{{0.71000001, 3.640672394717094}}
{{0.72000001, 3.6400722866142146}}
{{0.73000001, 3.639465285940767}}
{{0.74000001, 3.638851422972795}}
{{0.75000001, 3.63823072798634}}
{{0.7600000100000001, 3.637603231257446}}
{{0.7700000100000001, 3.636968963062155}}
{{0.7800000100000001, 3.636327953676509}}
{{0.7900000100000001, 3.635680233376551}}
{{0.8000000100000001, 3.635025832438324}}
{{0.8100000100000001, 3.63436478113787}}
{{0.8200000100000001, 3.6336971097512323}}
{{0.8300000100000001, 3.6330247472029753}}
{{0.84000001, 3.632347732136795}}
{{0.85000001, 3.6316641681741246}}
{{0.86000001, 3.6309740722467603}}
{{0.87000001, 3.630277461286497}}
{{0.88000001, 3.6295743522251294}}
{{0.8900000100000001, 3.6288647619944525}}
{{0.9000000100000001, 3.6281487075262624}}
{{0.9100000100000001, 3.6274262057523536}}
{{0.9200000100000001, 3.626697273604521}}
{{0.9300000100000001, 3.62596192801456}}
{{0.9400000100000001, 3.625220185914266}}
{{0.9500000100000001, 3.6244720642354338}}
{{0.96000001, 3.6237175799098584}}
{{0.97000001, 3.6229567498693354}}
{{0.98000001, 3.622189591045659}}
{{0.99000001, 3.621416120370626}}
{{1.00000001, 3.6206363547760296}}
{{1.01000001, 3.6198503111936664}}
{{1.02000001, 3.6190580065553304}}
{{1.03000001, 3.618259457792818}}
{{1.04000001, 3.617454681837923}}
{{1.05000001, 3.6166436956224413}}
{{1.06000001, 3.615826516078168}}
{{1.07000001, 3.615003160136898}}
{{1.08000001, 3.614173644730427}}
{{1.09000001, 3.6133379867905493}}
{{1.10000001, 3.6124962032490604}}
{{1.11000001, 3.6116483110377553}}
{{1.12000001, 3.6107943270884295}}
{{1.13000001, 3.6099342683328777}}
{{1.14000001, 3.6090681517028953}}
{{1.15000001, 3.6081959941302775}}
{{1.1600000099999999, 3.607317812546819}}
{{1.1700000099999999, 3.6064336238843153}}
{{1.1800000099999999, 3.6055434450745616}}
{{1.1900000099999999, 3.6046472930493527}}
{{1.20000001, 3.6037451847404838}}
{{1.21000001, 3.6028371370797503}}
{{1.22000001, 3.601923166998947}}
{{1.23000001, 3.601003291429869}}
{{1.24000001, 3.600077621286228}}
{{1.25000001, 3.599147686396454}}
{{1.26000001, 3.5982118906099263}}
{{1.27000001, 3.5972702449173872}}
{{1.28000001, 3.59632276030958}}
{{1.29000001, 3.595369447777248}}
{{1.30000001, 3.5944103183111342}}
{{1.31000001, 3.5934453829019812}}
{{1.32000001, 3.592474652540533}}
{{1.33000001, 3.5914981382175317}}
{{1.34000001, 3.5905158509237216}}
{{1.35000001, 3.5895278016498446}}
{{1.36000001, 3.5885340013866442}}
{{1.37000001, 3.587534461124864}}
{{1.38000001, 3.586529191855246}}
{{1.39000001, 3.585518204568534}}
{{1.40000001, 3.5845015102554716}}
{{1.4100000099999999, 3.583479119906801}}
{{1.4200000099999999, 3.5824510445132653}}
{{1.4300000099999999, 3.5814172950656085}}
{{1.4400000099999999, 3.5803778825545725}}
{{1.45000001, 3.579332817970901}}
{{1.46000001, 3.578282112305337}}
{{1.47000001, 3.5772257765486244}}
{{1.48000001, 3.576163821691505}}
{{1.49000001, 3.5750962587247224}}
{{1.50000001, 3.5740230986390196}}
{{1.51000001, 3.57294435242514}}
{{1.52000001, 3.571860031073826}}
{{1.53000001, 3.5707701455758216}}
{{1.54000001, 3.5696747069218695}}
{{1.55000001, 3.5685737261027124}}
{{1.56000001, 3.5674672141090937}}
{{1.57000001, 3.566355181931757}}
{{1.58000001, 3.5652376405614445}}
{{1.59000001, 3.5641146009889}}
{{1.60000001, 3.5629860742048662}}
{{1.61000001, 3.5618520712000863}}
{{1.62000001, 3.560712602965303}}
{{1.63000001, 3.55956768049126}}
{{1.64000001, 3.5584173147687}}
{{1.65000001, 3.5572615167883663}}
{{1.66000001, 3.556100966695618}}
{{1.6700000099999999, 3.554935489740853}}
{{1.6800000099999999, 3.553764607139956}}
{{1.6900000099999999, 3.5525883258550492}}
{{1.70000001, 3.5514066528482564}}
{{1.71000001, 3.5502195950817006}}
{{1.72000001, 3.549027159517505}}
{{1.73000001, 3.5478293531177933}}
{{1.74000001, 3.546626182844688}}
{{1.75000001, 3.5454176556603123}}
{{1.76000001, 3.54420377852679}}
{{1.77000001, 3.5429845584062436}}
{{1.78000001, 3.5417600022607965}}
{{1.79000001, 3.540530117052572}}
{{1.80000001, 3.539294909743693}}
{{1.81000001, 3.538054387296283}}
{{1.82000001, 3.536808556672465}}
{{1.83000001, 3.535557424834362}}
{{1.84000001, 3.534300998744098}}
{{1.85000001, 3.5330392853637953}}
{{1.86000001, 3.531772291655577}}
{{1.87000001, 3.530500024581567}}
{{1.88000001, 3.529222491103888}}
{{1.89000001, 3.527939698184664}}
{{1.90000001, 3.5266516527860166}}
{{1.91000001, 3.52535836187007}}
{{1.9200000099999999, 3.5240598323989474}}
{{1.9300000099999999, 3.5227560713347716}}
{{1.9400000099999999, 3.5214470856396662}}
{{1.95000001, 3.5201328822757545}}
{{1.96000001, 3.518813468205159}}
{{1.97000001, 3.517488850390003}}
{{1.98000001, 3.5161590357924104}}
{{1.99000001, 3.514824031374504}}
{{2.00000001, 3.513483844098406}}
{{2.01000001, 3.5121384809262413}}
{{2.02000001, 3.510787948820132}}
{{2.03000001, 3.509432254742201}}
{{2.04000001, 3.5080714056545728}}
{{2.0500000099999998, 3.506705408519369}}
{{2.06000001, 3.505334270298714}}
{{2.07000001, 3.5039580873469247}}
{{2.08000001, 3.5025775643583312}}
{{2.09000001, 3.5011919177722945}}
{{2.10000001, 3.4998011514897494}}
{{2.11000001, 3.4984052694116303}}
{{2.12000001, 3.497004275438873}}
{{2.13000001, 3.4955981734724118}}
